Wavelength,Intensity
6.817247999999999593e+03,1.100000000000000000e+01
6.817382999999999811e+03,1.900000000000000000e+01
6.818530999999999949e+03,3.100000000000000000e+01
6.819005600000000413e+03,5.900000000000000000e+01
6.819560000000000400e+03,3.400000000000000000e+01
6.819801999999999680e+03,2.600000000000000000e+01
6.823508600000000115e+03,5.800000000000000000e+02
6.823819000000000415e+03,2.100000000000000000e+01
6.823917099999999664e+03,5.300000000000000000e+01
6.824105700000000070e+03,4.300000000000000000e+01
6.824380000000000109e+03,5.000000000000000000e+00
6.824677410000000236e+03,2.300000000000000000e+03
6.826032000000000153e+03,1.500000000000000000e+01
6.826296000000000276e+03,2.900000000000000000e+03
6.828212999999999738e+03,3.800000000000000000e+01
6.829035369999999602e+03,4.400000000000000000e+03
6.829212000000000444e+03,4.600000000000000000e+01
6.829347200000000157e+03,2.900000000000000000e+02
6.831253200000000106e+03,5.600000000000000000e+01
6.831621000000000095e+03,1.100000000000000000e+01
6.833378700000000208e+03,4.500000000000000000e+01
6.833697000000000116e+03,1.700000000000000000e+01
6.834585000000000036e+03,5.000000000000000000e+00
6.834779999999999745e+03,2.800000000000000000e+01
6.834924479999999676e+03,9.800000000000000000e+03
6.835060199999999895e+03,2.100000000000000000e+02
6.835913400000000365e+03,7.200000000000000000e+01
6.836198000000000320e+03,1.400000000000000000e+01
6.836650999999999840e+03,1.700000000000000000e+01
6.836878999999999905e+03,2.800000000000000000e+01
6.837496500000000196e+03,1.300000000000000000e+02
6.838902000000000044e+03,4.600000000000000000e+01
6.838979000000000269e+03,1.100000000000000000e+01
6.839294899999999870e+03,1.100000000000000000e+02
6.840899000000000342e+03,1.000000000000000000e+01
6.841689999999999600e+03,5.400000000000000000e+01
6.841962000000000444e+03,4.300000000000000000e+01
6.842734099999999671e+03,1.900000000000000000e+02
6.843555999999999585e+03,1.600000000000000000e+01
6.845378999999999905e+03,2.500000000000000000e+01
6.846479000000000269e+03,3.700000000000000000e+02
6.846613500000000386e+03,8.500000000000000000e+01
6.847525999999999840e+03,1.100000000000000000e+01
6.847618999999999687e+03,1.600000000000000000e+01
6.847996000000000095e+03,8.000000000000000000e+00
6.848279000000000451e+03,1.000000000000000000e+01
6.848697000000000116e+03,1.600000000000000000e+01
6.850110999999999876e+03,4.300000000000000000e+01
6.850693800000000010e+03,6.900000000000000000e+01
6.852099000000000160e+03,5.000000000000000000e+00
6.852354500000000371e+03,1.600000000000000000e+02
6.853523799999999937e+03,4.200000000000000000e+02
6.854108900000000176e+03,8.700000000000000000e+02
6.854249700000000303e+03,7.500000000000000000e+01
6.854869999999999891e+03,2.000000000000000000e+01
6.855314999999999600e+03,4.500000000000000000e+02
6.855689099999999598e+03,2.000000000000000000e+02
6.857417999999999665e+03,8.000000000000000000e+00
6.858317000000000007e+03,5.000000000000000000e+00
6.858923999999999978e+03,1.700000000000000000e+01
6.859899000000000342e+03,5.000000000000000000e+00
6.862757999999999811e+03,1.400000000000000000e+01
6.862868499999999585e+03,1.500000000000000000e+02
6.863095999999999549e+03,2.100000000000000000e+01
6.865395999999999731e+03,1.500000000000000000e+01
6.866157299999999850e+03,3.000000000000000000e+02
6.866366490000000340e+03,8.600000000000000000e+02
6.866763270000000375e+03,9.800000000000000000e+02
6.868450950000000375e+03,1.100000000000000000e+03
6.870238999999999578e+03,3.600000000000000000e+01
6.870726099999999860e+03,5.000000000000000000e+02
6.870806999999999789e+03,9.000000000000000000e+00
6.870911000000000058e+03,9.000000000000000000e+00
6.870988800000000083e+03,2.900000000000000000e+02
6.872234000000000378e+03,3.700000000000000000e+01
6.874091999999999643e+03,2.600000000000000000e+02
6.874203199999999924e+03,6.800000000000000000e+01
6.874752819999999701e+03,2.900000000000000000e+03
6.874978900000000067e+03,1.700000000000000000e+02
6.875439999999999600e+03,9.000000000000000000e+00
6.876292599999999766e+03,4.700000000000000000e+01
6.877469000000000051e+03,9.000000000000000000e+00
6.878043499999999767e+03,1.100000000000000000e+02
6.878405999999999949e+03,3.200000000000000000e+01
6.879376000000000204e+03,4.000000000000000000e+00
6.880774500000000444e+03,1.000000000000000000e+02
6.880944999999999709e+03,4.000000000000000000e+00
6.881250000000000000e+03,2.300000000000000000e+01
6.881673999999999978e+03,2.300000000000000000e+01
6.881931999999999789e+03,9.000000000000000000e+00
6.882810800000000199e+03,4.900000000000000000e+02
6.883137399999999616e+03,1.300000000000000000e+02
6.883314699999999903e+03,4.100000000000000000e+02
6.883840000000000146e+03,7.700000000000000000e+01
6.885720999999999549e+03,4.000000000000000000e+00
6.885963999999999942e+03,9.000000000000000000e+00
6.886407940000000053e+03,1.400000000000000000e+03
6.888160600000000159e+03,1.000000000000000000e+02
6.888834700000000339e+03,1.600000000000000000e+02
6.889051300000000083e+03,5.900000000000000000e+01
6.892250200000000405e+03,4.100000000000000000e+02
6.892779999999999745e+03,4.000000000000000000e+00
6.893614999999999782e+03,3.100000000000000000e+01
6.894230300000000170e+03,1.200000000000000000e+02
6.895115999999999985e+03,3.800000000000000000e+01
6.895226999999999862e+03,4.700000000000000000e+01
6.897003099999999904e+03,4.900000000000000000e+01
6.897277000000000044e+03,9.500000000000000000e+01
6.900005900000000111e+03,1.000000000000000000e+02
6.900443400000000111e+03,1.100000000000000000e+02
6.900763200000000325e+03,2.900000000000000000e+02
6.901016200000000026e+03,1.200000000000000000e+02
6.902210500000000138e+03,2.300000000000000000e+02
6.902766999999999825e+03,9.000000000000000000e+00
6.902957000000000335e+03,4.700000000000000000e+01
6.903317000000000007e+03,3.800000000000000000e+01
6.904082000000000335e+03,6.000000000000000000e+00
6.904459200000000237e+03,9.800000000000000000e+01
6.904578000000000429e+03,2.400000000000000000e+02
6.904957999999999629e+03,1.100000000000000000e+02
6.905856200000000172e+03,9.900000000000000000e+01
6.906588499999999840e+03,6.300000000000000000e+01
6.908615600000000086e+03,7.100000000000000000e+01
6.908990499999999884e+03,1.800000000000000000e+02
6.909219500000000153e+03,8.700000000000000000e+01
6.911226200000000063e+03,2.500000000000000000e+04
6.912694000000000415e+03,9.000000000000000000e+00
6.913172999999999774e+03,9.000000000000000000e+00
6.914712700000000041e+03,1.500000000000000000e+02
6.916128539999999703e+03,1.400000000000000000e+03
6.919414999999999964e+03,4.000000000000000000e+00
6.920039399999999659e+03,2.300000000000000000e+02
6.920390999999999622e+03,2.300000000000000000e+01
6.920833999999999833e+03,4.000000000000000000e+00
6.924661100000000260e+03,7.400000000000000000e+01
6.925039999999999964e+03,1.800000000000000000e+01
6.925565999999999804e+03,3.700000000000000000e+01
6.926310999999999694e+03,9.000000000000000000e+00
6.927720999999999549e+03,9.000000000000000000e+00
6.928958999999999833e+03,1.300000000000000000e+01
6.931783999999999651e+03,1.300000000000000000e+01
6.932226999999999862e+03,6.900000000000000000e+01
6.933836000000000240e+03,9.000000000000000000e+00
6.934229400000000169e+03,4.600000000000000000e+02
6.934284200000000055e+03,2.600000000000000000e+02
6.934488000000000284e+03,6.900000000000000000e+01
6.934838999999999942e+03,1.800000000000000000e+01
6.936222999999999956e+03,4.600000000000000000e+01
6.936652799999999843e+03,3.100000000000000000e+02
6.937033000000000357e+03,3.700000000000000000e+01
6.937618000000000393e+03,4.600000000000000000e+01
6.940332300000000032e+03,9.000000000000000000e+01
6.941568699999999808e+03,7.400000000000000000e+01
6.942537790000000314e+03,7.100000000000000000e+02
6.943610469999999623e+03,1.400000000000000000e+04
6.944614700000000084e+03,7.100000000000000000e+01
6.944773000000000138e+03,3.600000000000000000e+01
6.944926000000000386e+03,9.000000000000000000e+00
6.945490179999999782e+03,1.300000000000000000e+03
6.946213399999999638e+03,1.600000000000000000e+02
6.946599000000000160e+03,2.300000000000000000e+02
6.947783000000000357e+03,9.000000000000000000e+00
6.947917000000000371e+03,1.300000000000000000e+02
6.948090000000000146e+03,3.400000000000000000e+02
6.948204999999999927e+03,6.000000000000000000e+02
6.948394199999999728e+03,2.400000000000000000e+02
6.949753999999999905e+03,4.500000000000000000e+01
6.951259000000000015e+03,2.200000000000000000e+01
6.951654000000000451e+03,9.200000000000000000e+01
6.954386999999999716e+03,9.000000000000000000e+00
6.954655700000000252e+03,5.700000000000000000e+02
6.955315099999999802e+03,1.600000000000000000e+02
6.956113000000000284e+03,4.000000000000000000e+00
6.962311700000000201e+03,2.500000000000000000e+02
6.962863099999999577e+03,9.000000000000000000e+01
6.963930000000000291e+03,2.300000000000000000e+02
6.964270999999999731e+03,2.300000000000000000e+02
6.965937899999999900e+03,3.000000000000000000e+02
6.966064000000000306e+03,1.300000000000000000e+01
6.966904999999999745e+03,1.300000000000000000e+01
6.969297599999999875e+03,1.800000000000000000e+02
6.969779000000000451e+03,9.000000000000000000e+00
6.974381000000000313e+03,4.000000000000000000e+00
6.974445999999999913e+03,4.500000000000000000e+01
6.976838999999999942e+03,9.000000000000000000e+00
6.977060999999999694e+03,1.300000000000000000e+01
6.977462000000000444e+03,1.100000000000000000e+02
6.978238299999999981e+03,8.200000000000000000e+01
6.978752999999999702e+03,9.000000000000000000e+00
6.979944000000000415e+03,4.000000000000000000e+00
6.980542999999999665e+03,1.800000000000000000e+01
6.981083200000000033e+03,2.400000000000000000e+02
6.982608000000000175e+03,2.300000000000000000e+02
6.982752000000000407e+03,1.300000000000000000e+01
6.983965000000000146e+03,2.200000000000000000e+01
6.984585000000000036e+03,1.800000000000000000e+01
6.984759000000000015e+03,2.200000000000000000e+01
6.984952000000000226e+03,1.300000000000000000e+01
6.985783000000000357e+03,4.500000000000000000e+01
6.986029800000000250e+03,2.200000000000000000e+02
6.986158999999999651e+03,9.000000000000000000e+00
6.986564999999999600e+03,1.300000000000000000e+01
6.987444000000000415e+03,1.300000000000000000e+01
6.987789999999999964e+03,9.000000000000000000e+01
6.988871000000000095e+03,9.000000000000000000e+01
6.989655200000000150e+03,3.100000000000000000e+04
6.993987299999999777e+03,1.100000000000000000e+02
6.994735999999999876e+03,4.500000000000000000e+02
6.995140999999999622e+03,3.400000000000000000e+02
6.996202000000000226e+03,3.600000000000000000e+01
6.996757300000000214e+03,8.000000000000000000e+01
6.997412999999999556e+03,1.300000000000000000e+02
6.998247000000000298e+03,4.500000000000000000e+02
6.999623800000000301e+03,1.400000000000000000e+02
